index,original_text,clean_text,sentiment,confidence,reasoning,keywords_detected,domain_relevance,quality_score,validation_issues,extraction_method,raw_response,timestamp
155,Dukung program pemerintah dalam program penurunan Stunting Wadanramil 05/TA Kodim 0501/Jakarta Pusat Lettu Chb Andi Fauzir hadiri rapat Rembuk Stunting tingkat Kecamatan bertempat di Aula Kantor Kelurahan Kebon Kacang Kecamatan Tanah Abang Jakarta Pusat. https://t.co/f5QdmXyeA6,dukung program pemerintah dalam program penurunan stunting wadanramil ta kodim jakarta pusat lettu chb andi fauzir hadiri rapat rembuk stunting tingkat kecamatan bertempat di aula kantor kelurahan kebon kacang kecamatan tanah abang jakarta pusat,POSITIVE,0.95,"The tweet expresses support ('dukung') for a government program aimed at reducing child stunting in Jakarta, specifically mentioning a program related to water management (wadanramil). It details attendance at a meeting (rapat rembuk stunting) focused on sub-district levels, indicating active community engagement in local health initiatives. This aligns with the positive category as it shows approval and participation in government efforts, not directly addressing land subsidence but contributing to overall community well-being which is indirectly related to the broader context of Jakarta's challenges.","['dukung', 'program pemerintah', 'penurunan stunting wadanramil', 'ta kodim jakarta pusat', 'rapat rembuk stunting']",MEDIUM,1.0,[],JSON,"{
    ""sentiment"": ""POSITIVE"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet expresses support ('dukung') for a government program aimed at reducing child stunting in Jakarta, specifically mentioning a program related to water management (wadanramil). It details attendance at a meeting (rapat rembuk stunting) focused on sub-district levels, indicating active community engagement in local health initiatives. This aligns with the positive category as it shows approval and participation in government efforts, not directly addressing land subsidence but contributing to overall community well-being which is indirectly related to the broader context of Jakarta's challenges."",
    ""keywords_detected"": [""dukung"", ""program pemerintah"", ""penurunan stunting wadanramil"", ""ta kodim jakarta pusat"", ""rapat rembuk stunting""],
    ""domain_relevance"": ""MEDIUM""
}",Sun Jun 30 04:55:34 +0000 2024
156,Apalagi krisis iklim juga udh berdampak pada jakarta misalnya air laut naik dan tanah mengalami penurunan beberapa negara asean juga mengalami demikian kalau bicara myanmar emang ada prosesnya dan kondisi myanmar ibukotanya udh tepat berada disaat ini ketimbang pemindahan sblmnya https://t.co/2yUScqtQ3p,apalagi krisis iklim juga udh berdampak pada jakarta misalnya air laut naik dan tanah mengalami penurunan beberapa negara asean juga mengalami demikian kalau bicara myanmar emang ada prosesnya dan kondisi myanmar ibukotanya udh tepat berada disaat ini ketimbang pemindahan sblmnya,NEUTRAL,0.95,"The tweet primarily presents factual information about the impact of climate change on Jakarta, including rising sea levels and land subsidence affecting other ASEAN countries like Myanmar. It does not express a clear positive or negative sentiment but rather a neutral statement of observed conditions and comparisons. There is no evident emotional bias or opinion, focusing on the objective description of the situation and its regional implications.","['krisis iklim', 'air laut naik', 'tanah mengalami penurunan', 'ASEAN', 'Myanmar']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEUTRAL"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet primarily presents factual information about the impact of climate change on Jakarta, including rising sea levels and land subsidence affecting other ASEAN countries like Myanmar. It does not express a clear positive or negative sentiment but rather a neutral statement of observed conditions and comparisons. There is no evident emotional bias or opinion, focusing on the objective description of the situation and its regional implications."",
    ""keywords_detected"": [""krisis iklim"", ""air laut naik"", ""tanah mengalami penurunan"", ""ASEAN"", ""Myanmar""],
    ""domain_relevance"": ""HIGH""
}",Thu Jun 27 16:11:20 +0000 2024
157,@small_mofo_MK3 Jakarta udah ga layak dihuni tata kota terburuk di dunia polusi pernah jadi yang tertinggi di dunia kepadatan penduduk penurunan tanah akibat pengeboran air tanah alesan untuk kenapa pindahnya harus ke ikn gw ga tau pasti,jakarta udah ga layak dihuni tata kota terburuk di dunia polusi pernah jadi yang tertinggi di dunia kepadatan penduduk penurunan tanah akibat pengeboran air tanah alesan untuk kenapa pindahnya harus ke ikn gw ga tau pasti,NEGATIVE,0.95,"The tweet expresses a negative sentiment due to the phrases 'jakarta udah ga layak dihuni', 'tata kota terburuk di dunia', 'polusi pernah jadi yang tertinggi di dunia', and 'penurunan tanah akibat pengeboran air tanah'. These indicate dissatisfaction and concern about Jakarta's living conditions, pollution levels, and land subsidence issues, which align with the negative sentiment category.","['ga layak dihuni', 'tata kota terburuk', 'polusi', 'kepadatan penduduk', 'penurunan tanah', 'pengeboran air tanah']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEGATIVE"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet expresses a negative sentiment due to the phrases 'jakarta udah ga layak dihuni', 'tata kota terburuk di dunia', 'polusi pernah jadi yang tertinggi di dunia', and 'penurunan tanah akibat pengeboran air tanah'. These indicate dissatisfaction and concern about Jakarta's living conditions, pollution levels, and land subsidence issues, which align with the negative sentiment category."",
    ""keywords_detected"": [""ga layak dihuni"", ""tata kota terburuk"", ""polusi"", ""kepadatan penduduk"", ""penurunan tanah"", ""pengeboran air tanah""],
    ""domain_relevance"": ""HIGH""
}",Thu Jun 27 13:09:47 +0000 2024
158,@BoyFromParadis @antonsuseno_ @iezacz @dimstrds @CNNIndonesia Pemerataan ekonomi mengurangi urbanisasi penurunan tanah jakarta yg parah kemacetan mengantisipasi lumpuhnya pemerintah pusat bila terjadinya gempa mega thrust.,pemerataan ekonomi mengurangi urbanisasi penurunan tanah jakarta yg parah kemacetan mengantisipasi lumpuhnya pemerintah pusat bila terjadinya gempa mega thrust,POSITIVE,0.85,"The tweet discusses the mitigating effect of economic dispersion on Jakarta's severe land subsidence, suggesting proactive measures by the central government in anticipation of a major earthquake. This indicates a positive sentiment, focusing on preventive actions and government preparedness, which aligns with the positive category defined in the academic sentiment classification guidelines.","['pemerataan ekonomi', 'urbanisasi penurunan tanah', 'kemacetan', 'lumpuhnya pemerintah pusat', 'gempa mega thrust']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""POSITIVE"",
    ""confidence"": 0.85,
    ""reasoning"": ""The tweet discusses the mitigating effect of economic dispersion on Jakarta's severe land subsidence, suggesting proactive measures by the central government in anticipation of a major earthquake. This indicates a positive sentiment, focusing on preventive actions and government preparedness, which aligns with the positive category defined in the academic sentiment classification guidelines."",
    ""keywords_detected"": [""pemerataan ekonomi"", ""urbanisasi penurunan tanah"", ""kemacetan"", ""lumpuhnya pemerintah pusat"", ""gempa mega thrust""],
    ""domain_relevance"": ""HIGH""
}",Thu Jun 27 10:28:14 +0000 2024
159,Tanah Abang_Dukung program pemerintah dalam program penurunan Stunting Wadanramil 05/TA Lettu Chb Andi Fauzir hadiri rapat Rembuk Stunting tingkat Kecamatan bertempat di Aula Kantor Kelurahan Kebon Kacang Kecamatan Tanah Abang Jakarta Pusat. Kamis (27/6/2024) https://t.co/Ql5Iu5iATz,tanah abangdukung program pemerintah dalam program penurunan stunting wadanramil ta lettu chb andi fauzir hadiri rapat rembuk stunting tingkat kecamatan bertempat di aula kantor kelurahan kebon kacang kecamatan tanah abang jakarta pusat kamis,POSITIVE,0.95,"The tweet expresses support for a government program aimed at reducing child stunting, which is unrelated to the issue of Jakarta's land subsidence. However, the positive sentiment arises from the mention of community support ('tanah abangdukung') for a government initiative, indicating a constructive and cooperative attitude, which aligns with the POSITIVE category under academic sentiment classification. The keywords detected include 'program', 'pemerintah' (government), and 'penurunan' (reduction), signifying a government-backed health program, not directly related to land subsidence but indicative of community engagement in positive civic activities.","['program', 'pemerintah', 'penurunan']",LOW,1.0,[],JSON,"{
    ""sentiment"": ""POSITIVE"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet expresses support for a government program aimed at reducing child stunting, which is unrelated to the issue of Jakarta's land subsidence. However, the positive sentiment arises from the mention of community support ('tanah abangdukung') for a government initiative, indicating a constructive and cooperative attitude, which aligns with the POSITIVE category under academic sentiment classification. The keywords detected include 'program', 'pemerintah' (government), and 'penurunan' (reduction), signifying a government-backed health program, not directly related to land subsidence but indicative of community engagement in positive civic activities."",
    ""keywords_detected"": [""program"", ""pemerintah"", ""penurunan""],
    ""domain_relevance"": ""LOW""
}

Explanation:

The provided tweet discusses community involvement in a government program focused on reducing child stunting rates, not directly addressing Jakarta's land subsidence issue. Despite this, the tweet's positive sentiment stems from the community's supportive role ('tanah abangdukung') in a government initiative, which fits into the academic classification of POSITIVE sentiment. This classification is based on the constructive engagement with government efforts, reflecting optimism",Thu Jun 27 07:39:02 +0000 2024
160,@small_mofo_MK3 pemerataan ekonomi mengurangi kepadatan penduduk pulau Jawa penurunan tanah jakarta dan mencegah kelumpuhan pemerintahan saat terjadi gempa mega thrust.,pemerataan ekonomi mengurangi kepadatan penduduk pulau jawa penurunan tanah jakarta dan mencegah kelumpuhan pemerintahan saat terjadi gempa mega thrust,POSITIVE,0.95,"The tweet expresses a positive sentiment due to its focus on the economic dispersion reducing Jakarta's subsidence and preventing potential governmental collapse during a mega-thrust earthquake. It highlights a proactive approach to mitigating the effects of land subsidence, which aligns with the positive categories outlined in the academic sentiment classification guidelines, specifically 'Optimisme terhadap solusi penanganan (tanggul laut, sistem pompa)' and 'Harapan terhadap teknologi penanganan land subsidence'.","['pemerataan ekonomi', 'penurunan tanah jakarta', 'mencegah kelumpuhan pemerintahan', 'gempa mega thrust']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""POSITIVE"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet expresses a positive sentiment due to its focus on the economic dispersion reducing Jakarta's subsidence and preventing potential governmental collapse during a mega-thrust earthquake. It highlights a proactive approach to mitigating the effects of land subsidence, which aligns with the positive categories outlined in the academic sentiment classification guidelines, specifically 'Optimisme terhadap solusi penanganan (tanggul laut, sistem pompa)' and 'Harapan terhadap teknologi penanganan land subsidence'."",
    ""keywords_detected"": [""pemerataan ekonomi"", ""penurunan tanah jakarta"", ""mencegah kelumpuhan pemerintahan"", ""gempa mega thrust""],
    ""domain_relevance"": ""HIGH""
}",Thu Jun 27 06:18:18 +0000 2024
161,@small_mofo_MK3 Alasan 1= Hanya pulau Kalimantan yang minim gempa. Jakarta rawan banjir rob dan gempa belum lagi isu penurunan muka tanah. Ibukota haruslah tempat yang aman karena itu perlu pembangunan pusat pemerintahan yang aman di IKN Kalimantan,alasan hanya pulau kalimantan yang minim gempa jakarta rawan banjir rob dan gempa belum lagi isu penurunan muka tanah ibukota haruslah tempat yang aman karena itu perlu pembangunan pusat pemerintahan yang aman di ikn kalimantan,POSITIVE,0.95,"The tweet expresses a positive sentiment due to its focus on proactive measures to ensure Jakarta's safety from floods and land subsidence. It suggests relocating the capital to Kalimantan as a solution, indicating a constructive approach and optimism towards future planning and development, which aligns with the positive category in the academic sentiment classification guidelines.","['gempa', 'banjir', 'penurunan muka tanah', 'relokasi', 'aman', 'pusat pemerintahan']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""POSITIVE"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet expresses a positive sentiment due to its focus on proactive measures to ensure Jakarta's safety from floods and land subsidence. It suggests relocating the capital to Kalimantan as a solution, indicating a constructive approach and optimism towards future planning and development, which aligns with the positive category in the academic sentiment classification guidelines."",
    ""keywords_detected"": [""gempa"", ""banjir"", ""penurunan muka tanah"", ""relokasi"", ""aman"", ""pusat pemerintahan""],
    ""domain_relevance"": ""HIGH""
}",Thu Jun 27 04:03:27 +0000 2024
162,Tim Percepatan Penurunan Stunting (TPPS) melaksanakan intervensi stunting Rembuk Stunting Tingkat Kota Jakarta Pusat (Aksi 3) dan Regulasi Wali Kota Percepatan Penurunan Stunting (Aksi 4) di Ruang Pola Kantor Wali Kota Jakarta Pusat Jalan Tanah Abang I Gambir Selasa (25/6). https://t.co/cHTFJ9WCbi,tim percepatan penurunan stunting tpps melaksanakan intervensi stunting rembuk stunting tingkat kota jakarta pusat aksi dan regulasi wali kota percepatan penurunan stunting aksi di ruang pola kantor wali kota jakarta pusat jalan tanah abang gambir selasa,NEUTRAL,0.95,"The tweet discusses an intervention action by the Stunting Eradication Task Force in Jakarta Central to address child stunting, not directly related to the sentiment about Jakarta's land subsidence issue. It presents factual information about a specific health initiative without expressing positive or negative emotions regarding Jakarta's subsidence problem.","['intervensi stunting', 'Stunting Eradication Task Force', 'Jakarta Central', 'child stunting']",LOW,1.0,[],JSON,"{
    ""sentiment"": ""NEUTRAL"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet discusses an intervention action by the Stunting Eradication Task Force in Jakarta Central to address child stunting, not directly related to the sentiment about Jakarta's land subsidence issue. It presents factual information about a specific health initiative without expressing positive or negative emotions regarding Jakarta's subsidence problem."",
    ""keywords_detected"": [""intervensi stunting"", ""Stunting Eradication Task Force"", ""Jakarta Central"", ""child stunting""],
    ""domain_relevance"": ""LOW""
}",Tue Jun 25 06:57:01 +0000 2024
163,@PngAdilnR4kyt IKN sudah menjadi UU probelem Jakarta sdh terlalu banyak dari kepadatan penduduk kemacetan yang luar biasa. Persoalan laju penurunan muka tanah di wilayah DKI Jakarta mencapai 0 04 hingga 6 30 centimeter (cm) per tahun. Menurut WEF diperkirakan akan tenggelam pada tahun 2050,ikn sudah menjadi uu probelem jakarta sdh terlalu banyak dari kepadatan penduduk kemacetan yang luar biasa persoalan laju penurunan muka tanah di wilayah dki jakarta mencapai hingga centimeter cm per tahun menurut wef diperkirakan akan tenggelam pada tahun,NEGATIVE,0.95,"The tweet expresses concern over the increasing problem of IKN (Industrial and Business Zone) in Jakarta, attributing it to overpopulation, traffic congestion, and the alarming rate of land subsidence (up to centimeters per year). The mention of the city potentially 'sinking' and predictions of subsidence leading to total submersion indicates a negative sentiment regarding Jakarta's situation.","['IKN', 'masih problem', 'terlalu banyak', 'kemacetan', 'penurunan muka tanah', 'tenggelam']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEGATIVE"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet expresses concern over the increasing problem of IKN (Industrial and Business Zone) in Jakarta, attributing it to overpopulation, traffic congestion, and the alarming rate of land subsidence (up to centimeters per year). The mention of the city potentially 'sinking' and predictions of subsidence leading to total submersion indicates a negative sentiment regarding Jakarta's situation."",
    ""keywords_detected"": [""IKN"", ""masih problem"", ""terlalu banyak"", ""kemacetan"", ""penurunan muka tanah"", ""tenggelam""],
    ""domain_relevance"": ""HIGH""
}",Thu Jun 20 03:39:16 +0000 2024
164, Saya kira ini akan jadi percontohan seperti yang disampaikan Presiden Jokowi. Sebab daerah di sepanjang Pantura perlu pananganan karena juga mengalami penurunan tanah. Tidak hanya Jakarta tapi juga Tegal Pekalongan Demak dan Semarang tutup Menteri Basuki. https://t.co/Jkf8cAvXbH,saya kira ini akan jadi percontohan seperti yang disampaikan presiden jokowi sebab daerah di sepanjang pantura perlu pananganan karena juga mengalami penurunan tanah tidak hanya jakarta tapi juga tegal pekalongan demak dan semarang tutup menteri basuki,POSITIVE,0.85,"The tweet expresses a positive sentiment as it acknowledges the President's stance on preemptive measures for areas along the Pantura region, including Jakarta, Tegal Alum, and Semarang, due to land subsidence. This indicates a proactive approach and acceptance of necessary interventions, aligning with the 'Optimisme terhadap solusi penanganan' (Optimism towards management solutions) in the positive sentiment category.","['presiden jokowi', 'pananganan', 'penurunan tanah', 'pantura']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""POSITIVE"",
    ""confidence"": 0.85,
    ""reasoning"": ""The tweet expresses a positive sentiment as it acknowledges the President's stance on preemptive measures for areas along the Pantura region, including Jakarta, Tegal Alum, and Semarang, due to land subsidence. This indicates a proactive approach and acceptance of necessary interventions, aligning with the 'Optimisme terhadap solusi penanganan' (Optimism towards management solutions) in the positive sentiment category."",
    ""keywords_detected"": [""presiden jokowi"", ""pananganan"", ""penurunan tanah"", ""pantura""],
    ""domain_relevance"": ""HIGH""
}",Tue Jun 18 00:14:05 +0000 2024
165,Di Jakarta satu dari tiga penduduk tidak memiliki akses ke air pipa melainkan mengandalkan ribuan sumur ilegal yang menguras air tanah melemahkan air tanah dan mempercepat penurunan permukaan kota. #PrabowoPilihanRakyat #BersamaIndonesiaMaju Prabowo Subianto,di jakarta satu dari tiga penduduk tidak memiliki akses ke air pipa melainkan mengandalkan ribuan sumur ilegal yang menguras air tanah melemahkan air tanah dan mempercepat penurunan permukaan kota prabowopilihanrakyat bersamaindonesiamaju prabowo subianto,NEGATIVE,0.95,"The tweet expresses concern over the critical water access issue in Jakarta, where a significant portion of the population relies on illegal wells due to land subsidence, exacerbating the problem. This indicates a negative sentiment towards the current state of Jakarta's land subsidence issue.","['Jakarta', 'water access', 'illegal wells', 'land subsidence']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEGATIVE"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet expresses concern over the critical water access issue in Jakarta, where a significant portion of the population relies on illegal wells due to land subsidence, exacerbating the problem. This indicates a negative sentiment towards the current state of Jakarta's land subsidence issue."",
    ""keywords_detected"": [""Jakarta"", ""water access"", ""illegal wells"", ""land subsidence""],
    ""domain_relevance"": ""HIGH""
}",Thu Jun 13 04:25:10 +0000 2024
166,Di Jakarta satu dari tiga penduduk tidak memiliki akses ke air pipa melainkan mengandalkan ribuan sumur ilegal yang menguras air tanah melemahkan air tanah dan mempercepat penurunan permukaan kota. #PrabowoPilihanRakyat #BersamaIndonesiaMaju Prabowo Subianto,di jakarta satu dari tiga penduduk tidak memiliki akses ke air pipa melainkan mengandalkan ribuan sumur ilegal yang menguras air tanah melemahkan air tanah dan mempercepat penurunan permukaan kota prabowopilihanrakyat bersamaindonesiamaju prabowo subianto,NEGATIVE,0.95,"The tweet expresses concern over the critical water access issue in Jakarta, where a significant portion of the population relies on illegal wells due to land subsidence, exacerbating the problem. This indicates a negative sentiment towards the current state of affairs and the government's handling of the issue.","['Jakarta', 'water access', 'illegal wells', 'land subsidence', 'critical']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEGATIVE"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet expresses concern over the critical water access issue in Jakarta, where a significant portion of the population relies on illegal wells due to land subsidence, exacerbating the problem. This indicates a negative sentiment towards the current state of affairs and the government's handling of the issue."",
    ""keywords_detected"": [""Jakarta"", ""water access"", ""illegal wells"", ""land subsidence"", ""critical""],
    ""domain_relevance"": ""HIGH""
}",Tue Jun 11 07:17:33 +0000 2024
167,PRESIDEN RI Joko Widodo (Jokowi) mengunjungi sejumlah posyandu di Bogor dan Jakarta dalam rangka Bulan Penimbangan Balita yang dilaksanakan serentak di seluruh Tanah Air di 338 ribu posyandu. https://t.co/2FF8SEjIQT,presiden ri joko widodo jokowi mengunjungi sejumlah posyandu di bogor dan jakarta dalam rangka bulan penimbangan balita yang dilaksanakan serentak di seluruh tanah air di ribu posyandu,NEUTRAL,0.95,The tweet reports on President Joko Widodo's visit to several posyandu (well-baby clinics) in Bogor and Jakarta in preparation for simultaneous infant health examinations nationwide. It presents factual information without expressing positive or negative sentiments regarding Jakarta's land subsidence issue.,"['Presiden Ri Joko Widodo', 'Jokowi', 'posyandu', 'Bogor', 'Jakarta', 'bulan penimbangan balita', 'seluruh tanah air']",MEDIUM,1.0,[],JSON,"{
    ""sentiment"": ""NEUTRAL"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet reports on President Joko Widodo's visit to several posyandu (well-baby clinics) in Bogor and Jakarta in preparation for simultaneous infant health examinations nationwide. It presents factual information without expressing positive or negative sentiments regarding Jakarta's land subsidence issue."",
    ""keywords_detected"": [""Presiden Ri Joko Widodo"", ""Jokowi"", ""posyandu"", ""Bogor"", ""Jakarta"", ""bulan penimbangan balita"", ""seluruh tanah air""],
    ""domain_relevance"": ""MEDIUM""
}",Tue Jun 11 06:11:48 +0000 2024
168,Di Jakarta satu dari tiga penduduk tidak memiliki akses ke air pipa melainkan mengandalkan ribuan sumur ilegal yang menguras air tanah melemahkan air tanah dan mempercepat penurunan permukaan kota. #PrabowoPilihanRakyat #BersamaIndonesiaMaju Prabowo Subianto,di jakarta satu dari tiga penduduk tidak memiliki akses ke air pipa melainkan mengandalkan ribuan sumur ilegal yang menguras air tanah melemahkan air tanah dan mempercepat penurunan permukaan kota prabowopilihanrakyat bersamaindonesiamaju prabowo subianto,NEGATIVE,0.95,"The tweet expresses concern over the critical water access issue in Jakarta, where a significant portion of the population relies on illegal wells due to land subsidence, exacerbating the problem. This indicates a negative sentiment towards the current state of affairs and the government's handling of the issue.","['Jakarta', 'water access', 'illegal wells', 'land subsidence', 'critical']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEGATIVE"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet expresses concern over the critical water access issue in Jakarta, where a significant portion of the population relies on illegal wells due to land subsidence, exacerbating the problem. This indicates a negative sentiment towards the current state of affairs and the government's handling of the issue."",
    ""keywords_detected"": [""Jakarta"", ""water access"", ""illegal wells"", ""land subsidence"", ""critical""],
    ""domain_relevance"": ""HIGH""
}",Tue Jun 11 06:08:44 +0000 2024
169,Di Jakarta satu dari tiga penduduk tidak memiliki akses ke air pipa melainkan mengandalkan ribuan sumur ilegal yang menguras air tanah melemahkan air tanah dan mempercepat penurunan permukaan kota. #PrabowoPilihanRakyat #BersamaIndonesiaMaju Prabowo Subianto,di jakarta satu dari tiga penduduk tidak memiliki akses ke air pipa melainkan mengandalkan ribuan sumur ilegal yang menguras air tanah melemahkan air tanah dan mempercepat penurunan permukaan kota prabowopilihanrakyat bersamaindonesiamaju prabowo subianto,NEGATIVE,0.95,"The tweet expresses concern over the critical water access issue in Jakarta, where a significant portion of the population relies on illegal wells due to land subsidence, exacerbating the problem. This indicates a negative sentiment towards the current state of affairs and the government's handling of the issue.","['Jakarta', 'water access', 'illegal wells', 'land subsidence', 'critical']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEGATIVE"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet expresses concern over the critical water access issue in Jakarta, where a significant portion of the population relies on illegal wells due to land subsidence, exacerbating the problem. This indicates a negative sentiment towards the current state of affairs and the government's handling of the issue."",
    ""keywords_detected"": [""Jakarta"", ""water access"", ""illegal wells"", ""land subsidence"", ""critical""],
    ""domain_relevance"": ""HIGH""
}",Tue Jun 11 04:57:29 +0000 2024
170,Di Jakarta satu dari tiga penduduk tidak memiliki akses ke air pipa melainkan mengandalkan ribuan sumur ilegal yang menguras air tanah melemahkan air tanah dan mempercepat penurunan permukaan kota. #PrabowoPilihanRakyat #BersamaIndonesiaMaju Prabowo Subianto,di jakarta satu dari tiga penduduk tidak memiliki akses ke air pipa melainkan mengandalkan ribuan sumur ilegal yang menguras air tanah melemahkan air tanah dan mempercepat penurunan permukaan kota prabowopilihanrakyat bersamaindonesiamaju prabowo subianto,NEGATIVE,0.95,"The tweet expresses concern over the critical water access issue in Jakarta, where a significant portion of the population relies on illegal wells due to land subsidence, exacerbating the problem. This indicates a negative sentiment towards the current state of affairs and the government's handling of the issue.","['Jakarta', 'water access', 'illegal wells', 'land subsidence', 'critical']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEGATIVE"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet expresses concern over the critical water access issue in Jakarta, where a significant portion of the population relies on illegal wells due to land subsidence, exacerbating the problem. This indicates a negative sentiment towards the current state of affairs and the government's handling of the issue."",
    ""keywords_detected"": [""Jakarta"", ""water access"", ""illegal wells"", ""land subsidence"", ""critical""],
    ""domain_relevance"": ""HIGH""
}",Mon Jun 10 06:28:58 +0000 2024
171,Di Jakarta satu dari tiga penduduk tidak memiliki akses ke air pipa melainkan mengandalkan ribuan sumur ilegal yang menguras air tanah melemahkan air tanah dan mempercepat penurunan permukaan kota. #PrabowoPilihanRakyat #BersamaIndonesiaMaju Prabowo Subianto,di jakarta satu dari tiga penduduk tidak memiliki akses ke air pipa melainkan mengandalkan ribuan sumur ilegal yang menguras air tanah melemahkan air tanah dan mempercepat penurunan permukaan kota prabowopilihanrakyat bersamaindonesiamaju prabowo subianto,NEGATIVE,0.95,"The tweet expresses concern over the critical water access issue in Jakarta, where a significant portion of the population relies on illegal wells due to land subsidence, exacerbating the problem. This indicates a negative sentiment towards the current situation and the government's handling of land subsidence issues.","['Jakarta', 'water access', 'illegal wells', 'land subsidence', 'critical']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEGATIVE"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet expresses concern over the critical water access issue in Jakarta, where a significant portion of the population relies on illegal wells due to land subsidence, exacerbating the problem. This indicates a negative sentiment towards the current situation and the government's handling of land subsidence issues."",
    ""keywords_detected"": [""Jakarta"", ""water access"", ""illegal wells"", ""land subsidence"", ""critical""],
    ""domain_relevance"": ""HIGH""
}",Mon Jun 10 04:43:17 +0000 2024
172,Pemerintah Kota (Pemkot) Administrasi Jakarta Pusat mengadakan rapat koordinasi Aksi 2 Rencana Kegiatan Percepatan Penurunan Stunting di Ruang Rapat Subanppeko Blok A Lantai 2 Kantor Wali Kota Jakarta Pusat Jalan Tanah Abang 1 Gambir Kamis (6/6). https://t.co/QrioGGmJ6h,pemerintah kota pemkot administrasi jakarta pusat mengadakan rapat koordinasi aksi rencana kegiatan percepatan penurunan stunting di ruang rapat subanppeko blok lantai kantor wali kota jakarta pusat jalan tanah abang gambir kamis,NEUTRAL,0.95,"The tweet discusses a coordination meeting for accelerating actions to reduce stunting rates, which is a public health issue unrelated to the sentiment about Jakarta's land subsidence. It presents factual information about a governmental administrative action without expressing positive or negative emotions regarding Jakarta's subsidence problem.","['pemerintah kota', 'rapat koordinasi', 'aksi rencana', 'percepatan penurunan stunting', 'subanppeko']",LOW,1.0,[],JSON,"{
    ""sentiment"": ""NEUTRAL"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet discusses a coordination meeting for accelerating actions to reduce stunting rates, which is a public health issue unrelated to the sentiment about Jakarta's land subsidence. It presents factual information about a governmental administrative action without expressing positive or negative emotions regarding Jakarta's subsidence problem."",
    ""keywords_detected"": [""pemerintah kota"", ""rapat koordinasi"", ""aksi rencana"", ""percepatan penurunan stunting"", ""subanppeko""],
    ""domain_relevance"": ""LOW""
}",Thu Jun 06 10:02:49 +0000 2024
173,Di Jakarta satu dari tiga penduduk tidak memiliki akses ke air pipa melainkan mengandalkan ribuan sumur ilegal yang menguras air tanah melemahkan air tanah dan mempercepat penurunan permukaan kota. #PrabowoPilihanRakyat #BersamaIndonesiaMaju Prabowo Subianto,di jakarta satu dari tiga penduduk tidak memiliki akses ke air pipa melainkan mengandalkan ribuan sumur ilegal yang menguras air tanah melemahkan air tanah dan mempercepat penurunan permukaan kota prabowopilihanrakyat bersamaindonesiamaju prabowo subianto,NEGATIVE,0.95,"The tweet expresses concern over the critical water access issue in Jakarta, where a significant portion of the population relies on illegal wells due to land subsidence, exacerbating the problem. This indicates a negative sentiment towards the current situation and the government's handling of land subsidence issues.","['Jakarta', 'water access', 'illegal wells', 'land subsidence', 'critical']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEGATIVE"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet expresses concern over the critical water access issue in Jakarta, where a significant portion of the population relies on illegal wells due to land subsidence, exacerbating the problem. This indicates a negative sentiment towards the current situation and the government's handling of land subsidence issues."",
    ""keywords_detected"": [""Jakarta"", ""water access"", ""illegal wells"", ""land subsidence"", ""critical""],
    ""domain_relevance"": ""HIGH""
}",Thu Jun 06 07:16:54 +0000 2024
